ride_id,bike_id,user_type,start_station,end_station,start_time,end_time,duration_minutes,distance_km,status,status,status,status
RIDE-38600,BIKE-713,member,City_Hall,East_Terminal,2025-11-20 21:18,2025-11-20 22:01,35.5,6.96km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3862,BIKE-S0,tourist,South_Gardens,Tech_District,2026-05-02 21:18,2026-05-02 22:35,80.9,10.51km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3862,BIKE-2484,member,WEST_END,,2025-10-15 21:18,2025-10-15 20:28,52.1,14.24,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38629,BIKE-2077,casual,River_Park,West_End,2025-06-19 21:18,2025-06-19 22:26,74.0,12.84,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38631,BIKE-2432,member,Tech_District,City_Hall,2026-04-20 21:18,2026-04-20 20:32,50.0,15.65,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38637,BIKE-2243,member,Tech_District,Downtown_Plaza,2025-08-16 21:18,2025-08-16 23:26,121.7,19.87,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38639,BIKE-1918,tourist,River_Park,South_Gardens,2025-08-22 21:18,2025-08-22 20:04,72.5,12.69,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38639,BIKE-4101,tourist,Tech_District,River_Park,2025-09-25 21:18,2025-09-25 21:21,-7.2,-1.92km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3864,bIKE-2821,member,River_Park,City_Hall,2025-07-17 21:18,2025-07-17 18:57,137.2,14.04,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38652,BIKE-1014,member,City_Hall,East_Terminal,2026-05-09 21:18,2026-05-09 20:30,55.7,5.77,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38665,BIKE-1339,casual,,River_Park,2025-06-14 21:18,2025-06-14 20:14,73.8,10.85,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38670,BIKE-2615,member,West_End,Downtown_Plaza,2025-12-21 21:18,2025-12-21 22:56,90.2,15.81,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38678,BIKE-2343,casual,North_Market,City_Hall,2026-03-25 21:18,2026-03-25 21:28,-1.5,-0.84,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38682,BIKE-3790,member,,North_Market,2025-07-28 21:18,2025-07-28 22:07,39.2,6.66km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38690,BIKE-4523,member,City_Hall,Tech_District,2025-11-24 21:18,2025-11-24 21:12,-4.4,-1.27km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3877,BIKE-602,tourist,City_Hall,River_Park,2026-01-09 21:18,2026-01-09 20:47,33.2,10.62km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3877,BIKE-2315,casual,East_Terminal,West_End,2025-08-22 21:18,2025-08-22 21:54,35.1,11.12,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38794,BIKE-4236,member,City_Hall,City_Hall,2026-01-26 21:18,2026-01-26 18:29,166.8,18.96,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38798,BIKE-4092,member,University,East_Terminal,2025-08-23 21:18,2025-08-23 21:00,22.6,2.5,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-388,BIKE-1014,casual,City_Hall,North_Market,2025-10-08 21:18,2025-10-08 20:40,47.4,7.94km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38806,BIKE-769,member,South_Gardens,South_Gardens,2026-03-09 21:18,2026-03-09 21:28,11.5,2.75,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38809,BIkE-1991,casual,Downtown_Plaza,East_Terminal,2025-11-09 21:18,2025-11-09 21:21,-2.5,-0.67km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3882,bIKE-1266,casual,West_End,Tech_District,2026-03-04 21:18,2026-03-04 19:51,78.4,14.12,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38828,BIKE-907,casual,University,West_End,2026-04-21 21:18,2026-04-21 21:10,18.5,6.93km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38845,BIKE-2675,maybe,East_Terminal,Tech_District,2025-11-12 21:18,2025-11-12 21:07,3.9,1.11,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3887,BIKE-4116,member,City_Hall,City_Hall,2026/13/04 21:18,2026/13/04 21:29,7.7,5.26,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38872,BIKE-779,admin,South_Gardens,Central_Station,2026-02-23 21:18,2026-02-23 19:31,102.0,12.04,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38879,BIKE-1477,member,North_Market,University,2025-09-09 21:18,2025-09-09 19:59,74.8,9.58,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38890,BIKE-1695,casual,Tech_District,South_Gardens,2026-05-27 21:18,2026-05-27 21:10,-1.7,-0.67km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38892,BIKE-1877,casual,City_Hall,South_Gardens,2025-10-23 21:18,2025-10-23 22:29,63.9,10.54,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38914,BIKE-929,toURist,River_Park,River_Park,2025-07-08 21:18,2025-07-08 23:40,144.9,17.73km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38926,bIKE-2483,vip,LJ=xatN_qtn,DFy3ie,2026-04-18 21:18,2026-04-18 21:17,2.6,1.23km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38928,BIKE-512,casual,Central_Station,University,2026-04-24 21:18,2026-04-24 20:43,30.5,11.92,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38933,BIKE-3122,member,Downtown_Plaza,University,2026-05-09 21:18,2026-05-09 21:30,,3.9,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38936,BIKE-3590,casual,D^xlrzN.kz,X,2025-10-10 21:18,2025-10-10 21:59,34.3,12.14,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38939,BIKE-877,tourist,University,West_End,2026-06-03 21:18,2026-06-03 20:08,64.8,13.69km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38951,BIKE-Q2,casual,North_Market,Tech_District,2025-08-31 21:18,2025-08-31 21:34,21.3,11.31km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-38992,BIKE-1081,member,Tech_District,Central_Station,2025-12-11 21:18,2025-12-11 23:08,117.8,13.81,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39050,BIKE-1786,vip,River_Park,East_Terminal,2025-10-15 21:18,2025-10-15 21:36,15.4,2.32,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39051,BIKE-4211,member,West_End,City_Hall,2025-10-11 21:18,2025-10-11 18:28,165.2,18.05,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39057,BIKE-2599,member,River_Park,South_Gardens,2025-10-24 21:18,2025-10-24 21:14,-0.5,-0.06,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39058,BIKE-500,member,City_Hall,University,2025-12-16 21:18,2025-12-16 21:14,-10.2,-1.29,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39095,BIKE-2570,vip,North_Market,West_End,2026-02-16 21:18,2026-02-16 21:37,14.3,3.0,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3911,BIKE-1470,casual,Downtown_Plaza,Central_Station,2026-04-06 21:18,2026-04-06 21:27,-1.9,-0.44,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39113,BIKE-3991,robot,Tech_District,Downtown_Plaza,2025-06-20 21:18,2025-06-20 21:20,0.3,0.03km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39131,BIKE-2147,member,swNNN9-,6/j,2025-11-23 21:18,2025-11-23 20:52,33.2,11.15km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39140,BIKE-1203,casual,West_End,South_Gardens,2025-11-21 21:18,2025-11-21 19:36,106.6,18.91,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39171,BIKE-4342,member,East_Terminal,River_Park,2026-03-21 21:18,2026-03-21 22:12,63.2,10.06,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39187,BIKE-4852,casual,South_Gardens,Tech_District,2026-06-04 21:18,2026-06-04 20:53,32.7,7.97,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39187,BIKE-4087,tourist,<q@kY:f,:o|kr2,2025-07-14 21:18,2025-07-14 20:57,28.3,7.65km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3921,Bike-2489,member,West_End,East_Terminal,2026-02-09 21:18,2026-02-09 20:55,19.3,6.38km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39210,BIKE-830,tourist,North_Market,Downtown_Plaza,2025-12-30 21:18,2025-12-30 19:35,100.7,19.56km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39213,BIKE-506,tourist,University,Central_Station,2026-05-12 21:18,2026-05-12 21:12,2.4,1.71km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39267,BIKE-1368,robot,East_Terminal,North_Market,2025-06-19 21:18,2025-06-19 21:23,5.1,4.06km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39273,BIKE-2139,tourist,West_End,River_Park,2026-03-10 21:18,2026-03-10 20:55,28.7,7.2,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39278,BIKE-3815,tourist,Downtown_Plaza,City_Hall,2025-11-23 21:18,2025-11-23 20:52,26.8,12.2,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39286,BIKE-560,tourist,City_Hall,River_Park,2025-12-20 21:18,2025-12-20 21:16,7.5,1.33km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3931,BIKE-4120,member,Central_Station,Central_Station,2026-05-03 21:18,2026-05-03 21:37,24.6,17.03km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39350,,maybe,Tech_District,West_End,2026-06-06 21:18,2026-06-06 23:50,145.8,16.41,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39350,BIKE-1093,casual,West_End,River_Park,2026-05-27 21:18,2026-05-27 19:50,93.6,13.72,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39361,BIKE-839,robot,Downtown_Plaza,River_Park,2026-04-19 21:18,2026-04-19 21:49,37.2,7.66,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39363,BIKE-3207,robot,University,City_Hall,2026-01-26 21:18,2026-01-26 20:22,55.5,13.31km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39373,BIKE-2337,tourist,River_Park,River_Park,2026-02-10 21:18,2026-02-10 21:33,21.0,10.77,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39392,BIKE-3754,maybe,University,West_End,2025-07-29 21:18,2025-07-29 21:31,19.1,9.41,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39393,BIKE-4825,Member,Downtown_Plaza,East_Terminal,2025-12-31 21:18,2025-12-31 21:24,-12.1,-1.61,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-394,BIKE-2152,casual,Downtown_Plaza,Central_Station,2025-06-14 21:18,2025-06-14 22:26,74.0,15.34,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39403,BIkE-3856,maybe,River_Park,River_Park,15/07/2025 21:18,15/07/2025 22:01,40.3,11.16km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39436,BIKE-1490,casual,River_Park,River_Park,2025-07-16 21:18,2025-07-16 20:14,62.9,11.14,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39448,BIKE-4598,casual,Downtown_Plaza,Tech_District,2025-09-30 21:18,2025-09-30 20:37,40.0,4.9,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39459,BIKE-4064,member,Central_Station,East_Terminal,2025-12-15 21:18,2025-12-15 21:08,-9.3,-1.3,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39467,BIKE-4016,t ourist,Cen tral_Station,East_Ter minal,2026-01-06 21: 18,2026-01-06 21:18,9.5,1.48,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-395,BIKE-652,member,Central_Station,City_Hall,20-08-2025 21:18,20-08-2025 21:51,40.3,19.18km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3951,BIKE-3557,tourist,University,South_Gardens,2026/28/02 21:18,2026/28/02 19:12,132.9,13.58,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39521,BIKE-3389,tourist,City_Hall,Tech_District,2025-10-25 21:18,2025-10-25 21:10,18.1,1.89,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39553,BIKE-1434,casual,North_Market,South_Gardens,2025-09-18 21:18,2025-09-18 20:29,46.0,13.8,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39563,BIKE-2769,tourist,City_Hall,Central_Station,2026-05-17 21:18,2026-05-17 21:10,11.9,1.59,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39603,BIKE-4713,casual,,River_Park,2025-11-10 21:18,2025-11-10 23:14,113.0,13.9km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3962,BIKE-4777,tourist,North_Market,North_Market,2026-02-03 21:18,2026-02-03 19:21,115.3,17.08km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39623,BIKE-3814,tourist,Tech_District,East_Terminal,2025-09-24 21:18,2025-09-25 00:31,187.2,19.16,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39630,BIKE-784,member,City_Hall,South_Gardens,2026-02-25 21:18,2026-02-25 19:36,93.4,18.08km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39642,BIKE-783,casual,North_Market,River_Park,2025-06-20 21:18,2025-06-20 22:31,76.1,16.09km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39651,BIKE-608,casual,Central_Station,Downtown_Plaza,2026/06/04 21:18,2026/06/04 21:23,7.8,6.86km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39654,BIkE-714,member,Central_Station,Downtown_Plaza,2026-02-07 21:18,2026-02-07 21:08,-4.2,-0.45,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39668,BIKE-984,tourist,Central_Station,City_Hall,2025-07-05 21:18,2025-07-05 20:39,44.7,13.06,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39710,BIKE-4522,member,South_Gardens,Central_Station,2025-09-07 21:18,2025-09-07 20:26,43.2,9.38,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39710,BIKE-1213,casual,Tech_District,South_Gardens,2026-04-28 21:18,2026-04-28 20:05,65.0,17.04,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39710,BIKE-2353,tourist,Downtown_Plaza,West_End,2026-04-02 21:18,2026-04-02 20:10,72.7,10.89,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3972,BIKE-4068,casual,River_Park,Tech_District,2026-03-16 21:18,2026-03-16 21:00,21.8,3.18,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39725,BIKE-3669,tourist,Downtown_Plaza,River_Park,2025-07-19 21:18,2025-07-19 21:24,14.6,7.14,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39727,BIKE-3663,tourist,City_Hall,East_Terminal,2025-07-16 21:18,2025-07-16 20:58,15.3,7.79,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39732,BIKE-836,member,North_Market,Downtown_Plaza,2026-04-02 21:18,2026-04-02 22:13,51.8,7.42km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39734,BIKE-4423,tourist,West_End,Central_Station,2025-06-27 21:18,2025-06-27 19:06,136.2,14.36,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39738,BIKE-972,tourist,University,West_End,2025-08-12 21:18,2025-08-12 19:48,91.3,15.25,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3974,BIKE-2850,tourist,East_Terminal,Central_Station,2025-11-15 21:18,2025-11-15 21:46,32.2,3.85,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39746,BIKE-3172,member,North_Market,West_End,2026-05-25 21:18,2026-05-25 21:04,-7.1,-1.42km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39749,BIKE-715,tourist,North_Market,West_End,2026/03/07 21:18,2026/03/07 18:50,143.2,15.19km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39775,BIKE-3832,admin,North_Market,University,26/11/2025 21:18,26/11/2025 22:49,87.8,12.01,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39791,BIKE-2454,member,East_Terminal,River_Park,2025-09-01 21:18,2025-09-01 21:18,6.9,1.68,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39795,BIKE-3244,member,South_Gardens,Downtown_Plaza,2026-04-12 21:18,2026-04-12 23:39,131.7,15.06,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39802,BIKE-2894,casual,Tech_District,Tech_District,2025-12-23 21:18,2025-12-23 22:10,62.7,11.8,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39818,BIKE-4157,robot,City_Hall,Tech_District,2025-12-26 21:18,2025-12-26 21:39,15.3,6.11km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39839,BIKE-877,member,City_Hall,East_Terminal,2026-04-11 21:18,2026-04-11 21:08,0.9,0.18km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39862,BIKE-1992,tourist,River_Park,City_Hall,2026-03-21 21:18,2026-03-21 20:27,54.9,8.96,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39869,BIKE-3584,member,University,River_Park,2026-01-12 21:18,2026-01-12 20:03,74.8,15.45,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39873,BIKE-4338,tourist,East_Terminal,East_Terminal,2026-04-22 21:18,2026-04-23 00:28,181.7,19.55,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39874,BIkE-673,member,West_End,West_End,02-05-2026 21:18,02-05-2026 21:51,29.1,4.04km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39876,BIKE-565,casual,University,North_Market,2026-01-21 21:18,2026-01-21 23:24,134.7,15.98,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39880,BIKE-3264,tourist,West_End,University,2025-06-27 21:18,2025-06-27 20:50,32.8,14.08,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39893,BIKE-3638,tourist,Central_Station,River_Park,2026-01-02 21:18,2026-01-02 23:32,141.4,16.13,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39895,BIKE-4546,member,Tech_District,City_Hall,2025-07-13 21:18,2025-07-13 22:30,66.0,12.49,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3991,BIKE-3400,member,City_Hall,City_Hall,2026-02-28 21:18,2026-02-28 21:42,27.6,5.7km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39914,BIKE-851,casual,West_End,Tech_District,2026/03/17 21:18,2026/03/17 20:10,61.9,15.69,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3992,BIKE-1030,toUrIst,Downtown_Plaza,South_Gardens,2026-03-10 21:18,2026-03-10 20:19,55.1,8.92,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39920,BIKE-3318,casual,North_Market,Central_Station,2026-01-23 21:18,2026-01-23 20:32,36.9,19.5,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39955,BIKE-2156,tourist,City_Hall,Tech_District,2026-03-18 21:18,2026-03-18 21:03,-14.1,-1.59km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39961,BIKE-2898,casual,West_End,South_Gardens,2026-03-21 21:18,2026-03-21 20:59,29.8,10.21,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39966,BIKE-2066,member,River_Park,South_Gardens,2026-04-24 21:18,2026-04-24 21:09,,6.9km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-39984,BIKE-1855,tourist,West_End,Downtown_Plaza,2026-04-22 21:18,2026-04-22 21:04,24.1,2.89,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-3999,BIKE-1952,tourist,West_End,North_Market,2026-01-27 21:18,2026-01-27 22:16,67.4,14.33km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40024,BIKE-3733,member,West_End,East_Terminal,2025-09-26 21:18,2025-09-26 22:34,82.3,11.41,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40034,BIKE-1505,tourist,West_End,University,2025-09-25 21:18,2025-09-25 19:25,110.8,19.31,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40051,BIKE-2443,casual,Downtown_Plaza,River_Park,2025-07-12 21:18,2025-07-12 21:00,26.0,2.71,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40072,BIKE-2159,member,South_Gardens,Downtown_Plaza,2025/07/07 21:18,2025/07/07 21:09,-0.4,-0.25km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40111,BIKE-810,member,Downtown_Plaza,River_Park,26/09/2025 21:18,26/09/2025 21:35,-7.9,-0.85km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-4017,BIKE-4910,tourist,River_Park,North_Market,2025-11-13 21:18,2025-11-13 21:31,17.6,6.1,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40184,BIKE-1960,robot,Central_Station,West_End,2026-03-09 21:18,2026-03-09 21:41,20.4,10.61,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40185,BIKE-2946,tourist,River_Park,East_Terminal,2026-01-10 21:18,2026-01-10 20:52,17.2,15.11,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40196,BIKE-1246,member,North_Market,River_Park,2026-05-14 21:18,2026-05-14 20:50,18.5,13.63,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40200,BIKE-588,tourist,Central_Station,West_End,2025-07-08 21:18,2025-07-08 19:41,92.3,12.84,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-4021,BIKE-3090,casual,South_Gardens,Downtown_Plaza,2026-04-07 21:18,2026-04-07 21:28,14.7,7.15,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40217,BIKE-1706,tourist,City_Hall,City_Hall,2025-06-24 21:18,2025-06-24 22:06,41.2,14.46,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40230,BIKE-4695,admin,South_Gardens,Tech_District,2026/05/06 21:18,2026/05/06 21:03,11.9,10.7,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40231,BIKE-3798,tourist,River_Park,West_End,2026-01-30 21:18,2026-01-30 21:11,15.5,6.34,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-4026,BIKE-1407,casual,North_Market,West_End,2025-10-18 21:18,2025-10-18 21:01,14.7,1.6km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40264,BIKE-3802,tourist,North_Market,North_Market,2025-12-09 21:18,2025-12-09 20:59,19.8,18.14,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40283,BIKE-2531,casual,Downtown_Plaza,Tech_District,2026-05-19 21:18,2026-05-19 21:20,-3.3,-0.86km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40295,BIKE-938,casual,Downtown_Plaza,North_Market,2025-08-09 21:18,2025-08-09 18:19,174.8,18.95km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-4030,BIKE-2352,member,City_Hall,South_Gardens,2025-10-15 21:18,2025-10-15 20:43,25.7,9.03km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40323,BIKE-3338,casual,City_Hall,City_Hall,2026-01-04 21:18,2026-01-04 20:40,28.0,8.92,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40329,BIKE-4183,tourist,South_Gardens,Tech_District,2026-06-08 21:18,2026-06-08 20:07,72.1,11.6,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40333,BIKE-2449,tourist,City_Hall,City_Hall,2025-11-29 21:18,2025-11-29 21:35,10.6,2.44,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40359,BIKE-783,tourist,Downtown_Plaza,Tech_District,2025-10-11 21:18,2025-10-11 21:25,1.3,0.85km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40377,BIKE-4103,member,Tech_District,Downtown_Plaza,2025-06-30 21:18,2025-06-30 22:06,39.1,8.73,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40385,BIKE-807,casual,UNIVERSITY,RIVER_PARK,2026-01-14 21:18,2026-01-14 20:12,69.0,15.95km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40393,BIKE-2489,tourist,South_Gardens,Downtown_Plaza,2026-04-13 21:18,2026-04-13 21:04,,6.52km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40408,BIKE-4211,casual,Downtown_Plaza,Central_Station,2026-02-04 21:18,2026-02-04 21:09,-1.8,-0.39km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40415,BIKE-2650,casual,Tech_District,University,2025-08-27 21:18,2025-08-27 23:22,133.8,13.52,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40434,BIKE-3612,tourist,West_End,Tech_District,2026-01-30 21:18,2026-01-30 19:57,75.9,18.73,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40434,BIKE-4021,tourist,North_Market,South_Gardens,2026-02-28 21:18,2026-02-28 22:16,64.6,12.27,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40446,BIKE-2218,member,River_Park,North_Market,2026-05-06 21:18,2026-05-06 20:55,16.8,12.13,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-4045,BIKE-4445,tourist,River_Park,Downtown_Plaza,2025-08-18 21:18,2025-08-18 21:45,31.6,14.41,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40460,BIKE-4652,casual,River_Park,North_Market,2025-11-17 21:18,2025-11-17 20:32,39.7,6.9,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-4048,BIKE-1004,admin,South_Gardens,East_Terminal,2025-12-16 21:18,2025-12-16 22:08,41.6,13.45,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40501,BIKE-542,vip,Downtown_Plaza,City_Hall,2025-11-26 21:18,2025-11-26 21:01,24.4,14.0km,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40527,BIKE-3134,member,East_Terminal,City_Hall,2025-09-19 21:18,2025-09-19 21:12,6.5,6.01,beyond_repair,beyond_repair,beyond_repair,beyond_repair
RIDE-40574,BIKE-3685,casual,South_Gardens,South_Gardens,2026-03-11 21:18,2026-03-11 21:54,28.6,2.91,beyond_repair,beyond_repair,beyond_repair,beyond_repair
